	prop.value	propLabel.value
5830	http://www.wikidata.org/entity/P6484	Antarctica NZ Digital Asset Manager
5831	http://www.wikidata.org/entity/P6472	GameFAQs franchise ID
5832	http://www.wikidata.org/entity/P6513	AICTE Permanent ID
5833	http://www.wikidata.org/entity/P6515	DoBIH Number
5834	http://www.wikidata.org/entity/P6506	Eliseu Visconti Project ID
5835	http://www.wikidata.org/entity/P6503	Indian census area code (1991)
5836	http://www.wikidata.org/entity/P6502	JWF Wrestlers Database person ID
5837	http://www.wikidata.org/entity/P6504	Lithuanian Sport Encyclopedia (LSE) article ID
5838	http://www.wikidata.org/entity/P6530	has role in modeling
5839	http://www.wikidata.org/entity/P6541	Stack Exchange site
5840	http://www.wikidata.org/entity/P6455	Bilibili userID
5841	http://www.wikidata.org/entity/P6446	Douban musician ID
5842	http://www.wikidata.org/entity/P6440	maintenance method
5843	http://www.wikidata.org/entity/P6461	Rock's Backpages artist ID
5844	http://www.wikidata.org/entity/P6485	Brentidae of the world species ID
5845	http://www.wikidata.org/entity/P6482	Image Archive, Herder Institute
5846	http://www.wikidata.org/entity/P6481	Strepsiptera database species ID
5847	http://www.wikidata.org/entity/P6521	Crew United person ID
5848	http://www.wikidata.org/entity/P6501	Georgian National Filmography person ID
5849	http://www.wikidata.org/entity/P6494	ISTC No.
5850	http://www.wikidata.org/entity/P6499	literate population
5851	http://www.wikidata.org/entity/P6510	stall speed
5852	http://www.wikidata.org/entity/P6532	has phenotype
5853	http://www.wikidata.org/entity/P6533	type of front suspension
5854	http://www.wikidata.org/entity/P6539	Catálogo de Patrimonio Cultural de Castilla-La Mancha ID
5855	http://www.wikidata.org/entity/P6456	Bilibili video ID
5856	http://www.wikidata.org/entity/P6443	Douban drama ID
5857	http://www.wikidata.org/entity/P6460	Swedish Organization Number
5858	http://www.wikidata.org/entity/P6488	Enciclopedia delle donne ID
5859	http://www.wikidata.org/entity/P6489	Joan Miró Online Image Bank ID
5860	http://www.wikidata.org/entity/P6500	non-free artwork image URL
5861	http://www.wikidata.org/entity/P6509	total goals in career
5862	http://www.wikidata.org/entity/P6512	UN/CEFACT Common Code
5863	http://www.wikidata.org/entity/P6517	WhoSampled artist ID
5864	http://www.wikidata.org/entity/P6536	Gateway to Research Project ID
5865	http://www.wikidata.org/entity/P6531	observed in
5866	http://www.wikidata.org/entity/P6528	V.League women's player ID
5867	http://www.wikidata.org/entity/P6534	type of rear suspension
5868	http://www.wikidata.org/entity/P6445	Douban music ID
5869	http://www.wikidata.org/entity/P6469	Fuzhou Architecture Heritage ID
5870	http://www.wikidata.org/entity/P6476	castingvideos ID
5871	http://www.wikidata.org/entity/P6479	IEEE Xplore author ID
5872	http://www.wikidata.org/entity/P6496	Biblioteca Virtual Andalucía authority ID
5873	http://www.wikidata.org/entity/P6518	Business Registry code (Estonia)
5874	http://www.wikidata.org/entity/P6495	KSI player ID
5875	http://www.wikidata.org/entity/P6519	ISO 639-3 Change Request ID
5876	http://www.wikidata.org/entity/P6525	Fondation Maeght artist ID
5877	http://www.wikidata.org/entity/P6527	V.League men's player ID
5878	http://www.wikidata.org/entity/P6452	CBFC rating
5879	http://www.wikidata.org/entity/P6439	has lyrics
5880	http://www.wikidata.org/entity/P6466	Hulu movie ID
5881	http://www.wikidata.org/entity/P6478	Mecklenburg-Vorpommern protected area ID
5882	http://www.wikidata.org/entity/P6483	WBCHSE code
5883	http://www.wikidata.org/entity/P6526	data.gouv.fr dataset ID
5884	http://www.wikidata.org/entity/P6524	expression of
5885	http://www.wikidata.org/entity/P6542	Inventário dos Monumentos RJ ID
5886	http://www.wikidata.org/entity/P6543	total shots in career
5887	http://www.wikidata.org/entity/P6497	drag coefficient
5888	http://www.wikidata.org/entity/P6453	Bilibili bangumi ID
5889	http://www.wikidata.org/entity/P6448	Douban Read eBook ID
5890	http://www.wikidata.org/entity/P6457	Eventa Servo ID
5891	http://www.wikidata.org/entity/P6459	QQ user ID
5892	http://www.wikidata.org/entity/P6467	Hulu series ID
5893	http://www.wikidata.org/entity/P6480	IEEE Xplore document ID
5894	http://www.wikidata.org/entity/P6474	Swiss Films ID
5895	http://www.wikidata.org/entity/P6487	Illustrated catalog of Tessaratomidae species ID
5896	http://www.wikidata.org/entity/P6490	BIDICAM authority ID
5897	http://www.wikidata.org/entity/P6493	CCBAE publication ID
5898	http://www.wikidata.org/entity/P6514	DOGC ID
5899	http://www.wikidata.org/entity/P6538	Yandex Music label ID
5900	http://www.wikidata.org/entity/P6553	personal pronoun
5901	http://www.wikidata.org/entity/P6551	Physics History Network ID
5902	http://www.wikidata.org/entity/P6581	Deportation Database transport ID
5903	http://www.wikidata.org/entity/P6568	inscription mentions
5904	http://www.wikidata.org/entity/P6587	league system
5905	http://www.wikidata.org/entity/P6591	maximum temperature record
5906	http://www.wikidata.org/entity/P6604	Sandbox-Musical Notation
5907	http://www.wikidata.org/entity/P6607	constraint clarification
5908	http://www.wikidata.org/entity/P6611	Semantic Scholar topic ID
5909	http://www.wikidata.org/entity/P6612	FFS athlete ID
5910	http://www.wikidata.org/entity/P6617	RoMEO publisher ID
5911	http://www.wikidata.org/entity/P6644	Fandango theater ID
5912	http://www.wikidata.org/entity/P6639	capacity factor
5913	http://www.wikidata.org/entity/P6555	Brazilian Electoral Unit ID
5914	http://www.wikidata.org/entity/P6560	Saxony-Anhalt protected area ID
5915	http://www.wikidata.org/entity/P6552	Twitter user numeric ID
5916	http://www.wikidata.org/entity/P6596	a-tremasov.ru biography ID
5917	http://www.wikidata.org/entity/P6589	endowment
5918	http://www.wikidata.org/entity/P6584	Scripts.com script ID
5919	http://www.wikidata.org/entity/P6623	Gamepedia article ID
5920	http://www.wikidata.org/entity/P6622	Le Parisien tag ID
5921	http://www.wikidata.org/entity/P6625	Salvador Dali Museum ID
5922	http://www.wikidata.org/entity/P6557	Dimensions.guide ID
5923	http://www.wikidata.org/entity/P6567	Florida Historical Marker List ID
5924	http://www.wikidata.org/entity/P6569	taxa especially protected in area
5925	http://www.wikidata.org/entity/P6608	General Material Designation
5926	http://www.wikidata.org/entity/P6616	Library of Parliament of Canada person ID
5927	http://www.wikidata.org/entity/P6632	100 bombardirov person ID
5928	http://www.wikidata.org/entity/P6628	FaroeSoccer coach ID
5929	http://www.wikidata.org/entity/P6544	total points in career
5930	http://www.wikidata.org/entity/P6571	collective noun for animals
5931	http://www.wikidata.org/entity/P6577	Cour des comptes report ID
5932	http://www.wikidata.org/entity/P6586	Cook Partisan Voting Index
5933	http://www.wikidata.org/entity/P6597	Digital Dictionary of Surnames in Germany ID
5934	http://www.wikidata.org/entity/P6563	key performance indicator
5935	http://www.wikidata.org/entity/P6599	HCA Red List of Endangered Crafts ID
5936	http://www.wikidata.org/entity/P6565	Musenor artwork ID
5937	http://www.wikidata.org/entity/P6605	Plant Illustrations artist ID
5938	http://www.wikidata.org/entity/P6609	value hierarchy property
5939	http://www.wikidata.org/entity/P6613	CSKA person ID
5940	http://www.wikidata.org/entity/P6633	Cini Foundation ID
5941	http://www.wikidata.org/entity/P6620	L'Express person ID
5942	http://www.wikidata.org/entity/P6570	number of words
5943	http://www.wikidata.org/entity/P6546	penalty minutes in career
5944	http://www.wikidata.org/entity/P6561	AiF dossier ID
5945	http://www.wikidata.org/entity/P6593	hyperonym
5946	http://www.wikidata.org/entity/P6572	ProQuest document ID
5947	http://www.wikidata.org/entity/P6600	Resident Advisor artist ID
5948	http://www.wikidata.org/entity/P6603	film-documentaire.fr author ID
5949	http://www.wikidata.org/entity/P6621	Le Figaro tag ID
5950	http://www.wikidata.org/entity/P6619	XING company ID
5951	http://www.wikidata.org/entity/P6624	FSkate.ru skater ID
5952	http://www.wikidata.org/entity/P6645	Stedelijk Museum Amsterdam ID
5953	http://www.wikidata.org/entity/P6643	TV Spielfilm series ID
5954	http://www.wikidata.org/entity/P6549	NZ On Screen work ID
5955	http://www.wikidata.org/entity/P6548	NZ On Screen person ID
5956	http://www.wikidata.org/entity/P6545	total assists in career
5957	http://www.wikidata.org/entity/P6575	Académie de Rouen member ID
5958	http://www.wikidata.org/entity/P6576	Art Fund artwork ID
5959	http://www.wikidata.org/entity/P6582	Dutch Instrument Makers ID
5960	http://www.wikidata.org/entity/P6598	flgr-results.ru athlete ID
5961	http://www.wikidata.org/entity/P6594	Guggenheim fellows ID
5962	http://www.wikidata.org/entity/P6590	highest break
5963	http://www.wikidata.org/entity/P6578	MutualArt artist ID
5964	http://www.wikidata.org/entity/P6592	OpenStreetMap zoom level
5965	http://www.wikidata.org/entity/P6595	Paintings by Salvador Dalí ID
5966	http://www.wikidata.org/entity/P6556	SICRIS researcher ID
5967	http://www.wikidata.org/entity/P6614	Libreflix ID
5968	http://www.wikidata.org/entity/P6634	LinkedIn personal profile ID
5969	http://www.wikidata.org/entity/P6636	CDEC ID
5970	http://www.wikidata.org/entity/P6547	career plus-minus rating
5971	http://www.wikidata.org/entity/P6550	Pacific Coast Architecture Database firm ID
5972	http://www.wikidata.org/entity/P6564	Brilliant Wiki ID
5973	http://www.wikidata.org/entity/P6585	Directorio Legislativo ID
5974	http://www.wikidata.org/entity/P6574	Libraries & Information Centers in the Czech Republic ID
5975	http://www.wikidata.org/entity/P6583	Lucerna person ID
5976	http://www.wikidata.org/entity/P6554	Represent Me ID
5977	http://www.wikidata.org/entity/P6602	Rhineland-Palatinate protected area ID
5978	http://www.wikidata.org/entity/P6618	Federal-State Cooperative System ID
5979	http://www.wikidata.org/entity/P6615	Kicker.de player ID (former scheme)
5980	http://www.wikidata.org/entity/P6635	ACA author ID
5981	http://www.wikidata.org/entity/P6637	AWARE ID
5982	http://www.wikidata.org/entity/P6626	Index to American Botanical Literature ID
5983	http://www.wikidata.org/entity/P6640	JRC Names id
5984	http://www.wikidata.org/entity/P6562	Google Play Movies & TV ID
5985	http://www.wikidata.org/entity/P6566	Indonesian Cultural Heritage Registration System ID
5986	http://www.wikidata.org/entity/P6573	Klexikon article ID
5987	http://www.wikidata.org/entity/P6558	National Wrestling Hall of Fame University team ID
5988	http://www.wikidata.org/entity/P6559	Official Charts artist ID
5989	http://www.wikidata.org/entity/P6579	National Book Foundation author ID
5990	http://www.wikidata.org/entity/P6580	National Book Foundation book ID
5991	http://www.wikidata.org/entity/P6601	Resident Advisor label ID
5992	http://www.wikidata.org/entity/P6610	Ashmolean museum ID
5993	http://www.wikidata.org/entity/P6606	study or design for
5994	http://www.wikidata.org/entity/P6627	FaroeSoccer player ID
5995	http://www.wikidata.org/entity/P6629	Artcurial lot ID
5996	http://www.wikidata.org/entity/P6646	JMdictDB ID
5997	http://www.wikidata.org/entity/P6630	SNISB ID
5998	http://www.wikidata.org/entity/P6631	Tainacan MHN ID
5999	http://www.wikidata.org/entity/P6641	Zomato ID
6000	http://www.wikidata.org/entity/P6705	Academia Sinica authority ID
6001	http://www.wikidata.org/entity/P6686	musical motif
6002	http://www.wikidata.org/entity/P6654	Periscope ID
6003	http://www.wikidata.org/entity/P6648	position in Forsyth-Edwards Notation
6004	http://www.wikidata.org/entity/P6671	French public service directory ID
6005	http://www.wikidata.org/entity/P6716	MyNeta.info political party ID
6006	http://www.wikidata.org/entity/P6726	NSW Capital Conviction ID
6007	http://www.wikidata.org/entity/P6719	specified by sense
6008	http://www.wikidata.org/entity/P6714	Whitney Museum of American Art artist ID
6009	http://www.wikidata.org/entity/P6718	music video
6010	http://www.wikidata.org/entity/P6659	Baden-Württemberg protected area ID
6011	http://www.wikidata.org/entity/P6662	Springboks Rugby Player ID
6012	http://www.wikidata.org/entity/P6668	theatre-contemporain.net ID
6013	http://www.wikidata.org/entity/P6695	number of sentences
6014	http://www.wikidata.org/entity/P6706	De Agostini ID
6015	http://www.wikidata.org/entity/P6720	interwiki prefix at Wikimedia
6016	http://www.wikidata.org/entity/P6723	BlackPast.org ID
6017	http://www.wikidata.org/entity/P6725	CatholicSaints.info ID
6018	http://www.wikidata.org/entity/P6729	SportSport.ba club ID
6019	http://www.wikidata.org/entity/P6743	LNB Coach id
6020	http://www.wikidata.org/entity/P6655	stroke order
6021	http://www.wikidata.org/entity/P6657	CHVRS Classification
6022	http://www.wikidata.org/entity/P6649	Democracy Club election ID
6023	http://www.wikidata.org/entity/P6650	Martindale-Hubbell profile
6024	http://www.wikidata.org/entity/P6666	LibreGameWiki ID
6025	http://www.wikidata.org/entity/P6679	Encyklopedia Teatru Polskiego play ID
6026	http://www.wikidata.org/entity/P6687	IANA timezone ID
6027	http://www.wikidata.org/entity/P6688	National Wrestling Hall of Fame wrestler ID
6028	http://www.wikidata.org/entity/P6696	PRELIB organization ID
6029	http://www.wikidata.org/entity/P6704	FrogMAP ID
6030	http://www.wikidata.org/entity/P6717	Indie DB game ID
6031	http://www.wikidata.org/entity/P6710	linear reference
6032	http://www.wikidata.org/entity/P6731	Commons quality assessment
6033	http://www.wikidata.org/entity/P6727	Dimore Storiche Italiane ID
6034	http://www.wikidata.org/entity/P6740	Justia Patents assignee ID
6035	http://www.wikidata.org/entity/P6739	Russia.tv actor profile ID
6036	http://www.wikidata.org/entity/P6732	VTB United League player ID
6037	http://www.wikidata.org/entity/P6735	Watercolour World artist ID
6038	http://www.wikidata.org/entity/P6745	Orlando author ID
6039	http://www.wikidata.org/entity/P6653	ETS Designated Institution code
6040	http://www.wikidata.org/entity/P6656	BHCL ID
6041	http://www.wikidata.org/entity/P6658	RCQ classification
6042	http://www.wikidata.org/entity/P6673	Memórias da Ditadura ID
6043	http://www.wikidata.org/entity/P6692	CEMDP ID
6044	http://www.wikidata.org/entity/P6681	EUNIS ID for habitats
6045	http://www.wikidata.org/entity/P6680	MeSH term ID
6046	http://www.wikidata.org/entity/P6693	NGMDb Prod ID
6047	http://www.wikidata.org/entity/P6708	departure angle
6048	http://www.wikidata.org/entity/P6701	Referee.ru person ID
6049	http://www.wikidata.org/entity/P6715	SIUSA archive producer person ID
6050	http://www.wikidata.org/entity/P6728	Dictionnaire des Vendéens ID
6051	http://www.wikidata.org/entity/P6721	K10plus PPN ID
6052	http://www.wikidata.org/entity/P6733	National Taxonomy of Exempt Entities code
6053	http://www.wikidata.org/entity/P6744	FragDenStaat public body slug
6054	http://www.wikidata.org/entity/P6652	Sumo Reference ID
6055	http://www.wikidata.org/entity/P6664	Le Vif tag ID
6056	http://www.wikidata.org/entity/P6670	musical quotation or excerpt
6057	http://www.wikidata.org/entity/P6685	Wikidata property example for media
6058	http://www.wikidata.org/entity/P6707	approach angle
6059	http://www.wikidata.org/entity/P6697	Football Money League rank
6060	http://www.wikidata.org/entity/P6709	Løøv classification
6061	http://www.wikidata.org/entity/P6702	Shanghai Library person ID
6062	http://www.wikidata.org/entity/P6730	CroRec ID
6063	http://www.wikidata.org/entity/P6742	Musixmatch track ID
6064	http://www.wikidata.org/entity/P6660	Rxivist author ID
6065	http://www.wikidata.org/entity/P6663	Utpictura18 artwork ID
6066	http://www.wikidata.org/entity/P6669	FIS telemark skier ID
6067	http://www.wikidata.org/entity/P6667	MARGS ID
6068	http://www.wikidata.org/entity/P6677	OpenEdition Books author ID
6069	http://www.wikidata.org/entity/P6676	OpenEdition text ID
6070	http://www.wikidata.org/entity/P6690	CNV-SP ID
6071	http://www.wikidata.org/entity/P6689	MassBank accession ID
6072	http://www.wikidata.org/entity/P6694	MeSH concept ID
6073	http://www.wikidata.org/entity/P6698	Japan Search name ID
6074	http://www.wikidata.org/entity/P6700	Saxony protected area ID
6075	http://www.wikidata.org/entity/P6713	Australian War Memorial ID
6076	http://www.wikidata.org/entity/P6711	data transfer speed
6077	http://www.wikidata.org/entity/P6722	FemBio ID
6078	http://www.wikidata.org/entity/P6724	Trainline ID
